Acres,FamilyIncome,FamilyType,NumBedrooms,NumChildren,NumPeople,NumRooms,NumUnits,NumVehicles,NumWorkers,OwnRent,YearBuilt,HouseCosts,ElectricBill,FoodStamp,HeatingFuel,Insurance,Language
10-Jan,507000.00,Married,8,3,5,11,Single detached,2,1,Mortgage,2006,6500,110,No,Oil,2500,English
10-Jan,507100.00,Married,5,2,4,9,Single detached,3,1,Mortgage,1970-1979,3500,580,No,Gas,2000,English
10-Jan,507500.00,Married,5,2,4,9,Single detached,1,1,Mortgage,2010,6500,230,No,Gas,6600,Spanish
10-Jan,508000.00,Married,2,2,4,4,Single detached,2,1,Mortgage,1950-1959,4000,300,No,Gas,6600,English
10-Jan,508000.00,Married,3,2,4,12,Single detached,2,1,Mortgage,1950-1959,6500,230,No,Oil,1200,English
10-Jan,508200.00,Married,3,3,6,10,Single detached,4,1,Mortgage,1960-1969,2100,450,No,Oil,6600,Spanish
10-Jan,508200.00,Married,4,3,5,9,Single detached,2,1,Mortgage,1970-1979,3400,400,No,Gas,3000,English
10-Jan,508500.00,Married,4,2,4,9,Single detached,2,1,Mortgage,Before 1939,1100,120,No,Gas,1500,English
10-Jan,508500.00,Married,4,3,5,11,Single detached,2,1,Mortgage,2005,6500,300,No,Oil,6600,English
10-Jan,508500.00,Married,8,2,5,21,Single detached,4,2,Mortgage,1980-1989,660,300,No,Oil,6600,Other European
10-Jan,508800.00,Married,4,0,3,8,Single detached,3,1,Mortgage,1950-1959,6500,450,No,Oil,2500,English
10-Jan,509000.00,Married,4,0,3,10,Single detached,3,3,Mortgage,1960-1969,3500,250,No,Oil,2500,English
10-Jan,509000.00,Married,4,2,6,7,Single detached,2,2,Mortgage,1980-1989,3200,520,Yes,Gas,1300,Spanish
10-Jan,509000.00,Married,4,4,7,21,Single detached,2,2,Rented,2005,2000,580,No,Gas,0,Other European
10-Jan,509300.00,Married,4,2,4,9,Single detached,3,2,Mortgage,2005,2300,250,No,Oil,1500,English
10-Jan,510000.00,Married,4,3,5,11,Single detached,2,1,Mortgage,1960-1969,2000,300,No,Gas,2000,English
10-Jan,510000.00,Married,5,4,6,9,Single detached,2,1,Mortgage,1960-1969,6500,300,No,Gas,2500,Other European
10-Jan,510800.00,Married,4,2,4,7,Single detached,1,1,Mortgage,2000-2004,1100,300,No,Gas,6600,Spanish
10-Jan,511900.00,Married,3,2,4,12,Single detached,2,2,Mortgage,2000-2004,3900,390,No,Electricity,0,English
10-Jan,513000.00,Married,4,2,4,9,Single detached,2,2,Mortgage,1980-1989,4400,150,No,Oil,2000,English
10-Jan,515000.00,Married,5,1,3,11,Single detached,3,1,Mortgage,1960-1969,6500,230,No,Gas,2100,English
10-Jan,516600.00,Married,5,1,4,13,Single detached,5,3,Mortgage,2000-2004,2600,430,No,Oil,2500,Spanish
10-Jan,517000.00,Married,5,1,3,13,Single detached,2,1,Mortgage,1990-1999,6500,450,No,Gas,1000,English
10-Jan,520000.00,Married,4,0,2,11,Single detached,2,0,Mortgage,Before 1939,100,100,No,Oil,6600,English
10-Jan,520600.00,Married,4,0,2,11,Single detached,2,1,Mortgage,1980-1989,3800,210,No,Gas,2200,English
10-Jan,520750.00,Married,4,2,4,10,Single detached,3,2,Mortgage,1960-1969,2800,150,No,Oil,1200,English
10-Jan,522000.00,Married,4,3,5,11,Single detached,3,1,Mortgage,1990-1999,2900,230,No,Oil,1900,English
10-Jan,522300.00,Married,4,2,4,8,Single detached,3,1,Mortgage,1990-1999,3500,240,No,Oil,2100,Spanish
10-Jan,525000.00,Married,5,2,4,10,Single detached,3,2,Mortgage,2006,3300,530,No,Oil,2400,English
10-Jan,528800.00,Married,8,1,5,21,Single detached,4,3,Mortgage,1990-1999,2700,400,No,Gas,4000,English
10-Jan,531000.00,Married,4,3,5,10,Single detached,2,2,Mortgage,1990-1999,3200,120,No,Oil,2000,Spanish
10-Jan,532000.00,Married,3,1,3,6,Single detached,3,1,Mortgage,Before 1939,6500,300,No,Oil,6600,English
10-Jan,532000.00,Married,4,3,5,21,Single detached,2,2,Mortgage,2000-2004,1700,450,No,Gas,800,English
10-Jan,532000.00,Married,5,0,2,12,Single detached,3,2,Mortgage,Before 1939,6500,130,No,Gas,6600,English
10-Jan,534000.00,Married,4,1,3,9,Single detached,3,1,Mortgage,1950-1959,3600,410,No,Oil,3000,English
10-Jan,535000.00,Married,5,3,5,12,Single detached,2,2,Mortgage,1990-1999,2300,200,No,Gas,2000,English
10-Jan,535100.00,Married,4,0,2,13,Single detached,3,2,Mortgage,1960-1969,2600,510,No,Oil,3000,English
10-Jan,536000.00,Married,4,0,2,8,Single detached,3,2,Mortgage,1950-1959,4300,290,No,Oil,2000,English
10-Jan,537000.00,Married,8,0,2,12,Single detached,3,1,Mortgage,1960-1969,6500,300,No,Oil,6600,English
10-Jan,540400.00,Male Head,5,1,3,21,Single detached,2,1,Mortgage,Before 1939,6500,580,No,Gas,500,English
10-Jan,541700.00,Married,3,0,2,9,Single detached,2,1,Mortgage,1960-1969,480,250,No,Oil,400,English
10-Jan,542000.00,Married,2,0,2,4,Single attached,2,2,Mortgage,1990-1999,1700,240,No,Gas,300,English
10-Jan,543000.00,Married,8,0,4,11,Single detached,4,3,Mortgage,1990-1999,6500,450,No,Gas,2300,English
10-Jan,544200.00,Married,4,3,5,9,Single detached,2,2,Mortgage,2005,3500,220,No,Gas,2000,English
10-Jan,544400.00,Married,4,0,2,13,Single detached,2,1,Mortgage,1980-1989,6500,180,No,Gas,2300,English
10-Jan,547000.00,Married,4,0,2,7,Single detached,3,1,Mortgage,1960-1969,6500,240,No,Oil,6600,English
10-Jan,547000.00,Married,4,2,4,10,Single detached,2,2,Mortgage,2000-2004,4100,380,No,Oil,1800,English
10-Jan,547000.00,Married,5,3,5,9,Single detached,2,2,Mortgage,1960-1969,2900,400,No,Gas,1600,English
10-Jan,555000.00,Married,3,1,3,9,Single detached,2,2,Mortgage,1980-1989,4600,130,No,Oil,2500,English
10-Jan,557000.00,Married,3,0,2,8,Single detached,5,1,Mortgage,1980-1989,3000,130,No,Oil,500,English
10-Jan,557000.00,Married,4,2,4,8,Single detached,2,2,Mortgage,1980-1989,2300,320,No,Gas,1400,English
10-Jan,557000.00,Married,8,2,4,21,Single detached,3,1,Mortgage,1980-1989,6500,300,No,Other,4000,English
10-Jan,558000.00,Married,4,0,3,9,Single detached,5,2,Mortgage,1960-1969,4100,300,No,Oil,2800,English
10-Jan,561000.00,Married,4,0,3,7,Single detached,4,3,Mortgage,1980-1989,1500,180,No,Oil,1700,English
10-Jan,563000.00,Married,4,2,4,21,Single detached,2,1,Mortgage,1990-1999,2900,250,No,Electricity,1000,English
10-Jan,563400.00,Married,4,0,3,9,Single detached,2,1,Mortgage,1950-1959,6500,400,No,Oil,6600,English
10-Jan,567000.00,Married,4,0,2,10,Single detached,2,1,Mortgage,Before 1939,3200,150,No,Oil,1500,English
10-Jan,567000.00,Married,4,0,2,13,Single detached,2,2,Mortgage,Before 1939,3300,90,No,Oil,1500,English
10-Jan,567000.00,Married,5,1,3,9,Single detached,2,2,Mortgage,1990-1999,3200,100,No,Gas,1000,Spanish
10-Jan,569000.00,Married,4,0,3,11,Single detached,4,2,Mortgage,1990-1999,2600,320,No,Oil,3000,Other European
10-Jan,571900.00,Married,5,0,2,7,Single detached,3,2,Mortgage,1970-1979,6500,580,No,Gas,6600,Other European
10-Jan,572900.00,Married,5,0,5,9,Single detached,3,3,Mortgage,1980-1989,6500,580,No,Gas,4800,Other European
10-Jan,577000.00,Married,8,2,4,21,Single detached,2,1,Mortgage,1990-1999,6500,350,No,Oil,6600,English
10-Jan,581500.00,Married,3,1,3,11,Single detached,2,2,Mortgage,1960-1969,4200,580,No,Gas,1200,English
10-Jan,587000.00,Married,3,1,4,7,Single detached,2,1,Mortgage,1990-1999,4400,580,No,Oil,1600,Other European
10-Jan,588000.00,Married,5,2,5,10,Single detached,0,2,Mortgage,1990-1999,6500,370,No,Oil,2000,Other
10-Jan,588500.00,Married,5,1,3,12,Single detached,3,3,Mortgage,1970-1979,3000,130,No,Gas,900,English
10-Jan,597000.00,Married,4,0,2,8,Single detached,4,2,Mortgage,2000-2004,4100,270,No,Oil,2500,English
10-Jan,603000.00,Married,8,2,4,13,Single detached,2,2,Mortgage,1990-1999,3200,260,No,Oil,4500,Spanish
10-Jan,607000.00,Married,8,2,4,10,Single detached,3,2,Mortgage,2000-2004,6500,160,No,Gas,2900,Asian Pacific
10-Jan,608000.00,Married,4,0,3,7,Single detached,3,3,Mortgage,1990-1999,3500,360,No,Gas,2000,English
10-Jan,609000.00,Married,4,1,4,7,Single detached,4,3,Mortgage,1990-1999,1300,170,No,Oil,940,English
10-Jan,614800.00,Married,2,0,2,7,Single detached,3,1,Mortgage,1970-1979,3400,300,No,Gas,6600,English
10-Jan,616000.00,Married,3,0,2,6,Single detached,2,2,Rented,1960-1969,3000,190,No,Oil,0,English
10-Jan,617000.00,Male Head,4,0,2,10,Single detached,3,2,Mortgage,2000-2004,1500,120,No,Gas,1200,Spanish
10-Jan,620000.00,Married,4,1,3,11,Single detached,2,2,Mortgage,1990-1999,6500,340,No,Oil,4800,English
10-Jan,637000.00,Married,5,0,2,10,Single detached,1,2,Mortgage,Before 1939,4800,150,No,Oil,1000,English
10-Jan,639500.00,Married,4,0,6,12,Single detached,4,3,Mortgage,2000-2004,2100,250,No,Gas,1000,English
10-Jan,640000.00,Married,4,1,6,7,Single detached,4,3,Mortgage,Before 1939,400,130,No,Electricity,4500,English
10-Jan,641250.00,Married,4,0,2,10,Single detached,2,2,Mortgage,1950-1959,3000,220,No,Oil,1700,English
10-Jan,647500.00,Married,4,1,5,11,Single detached,4,3,Mortgage,1990-1999,6500,450,No,Oil,1100,English
10-Jan,647800.00,Married,3,0,2,7,Single detached,4,2,Mortgage,1960-1969,1800,250,No,Oil,2500,English
10-Jan,651500.00,Married,5,0,3,8,Single detached,5,3,Mortgage,Before 1939,6500,580,No,Oil,6600,English
10-Jan,656400.00,Married,5,0,2,11,Single detached,3,2,Mortgage,1960-1969,2500,400,No,Gas,6600,Other European
10-Jan,657000.00,Married,3,0,2,7,Single attached,1,2,Mortgage,2006,7000,80,No,Gas,1800,English
10-Jan,658060.00,Married,8,0,2,21,Single detached,2,1,Mortgage,Before 1939,6500,340,No,None,6600,English
10-Jan,670600.00,Male Head,3,0,3,4,Single detached,2,2,Mortgage,1970-1979,1800,170,No,Gas,0,English
10-Jan,677000.00,Male Head,8,0,2,13,Single detached,2,2,Mortgage,Before 1939,3700,140,No,Gas,4900,English
10-Jan,682100.00,Married,4,2,4,9,Single detached,3,2,Mortgage,2000-2004,2100,370,No,Oil,3500,English
10-Jan,697000.00,Married,4,1,4,10,Single detached,3,3,Mortgage,1990-1999,4000,290,No,Oil,3000,Other European
10-Jan,701300.00,Married,4,0,5,8,Single detached,5,3,Mortgage,1980-1989,2000,180,No,Oil,800,English
10-Jan,710300.00,Married,5,0,2,11,Single detached,2,2,Mortgage,1970-1979,1200,350,No,Gas,2500,English
10-Jan,713000.00,Married,3,0,2,8,Single detached,1,2,Mortgage,2006,2000,80,No,Oil,1400,English
10-Jan,741000.00,Married,4,1,4,12,Single detached,3,2,Mortgage,2000-2004,3000,200,No,Oil,2000,English
10-Jan,750000.00,Male Head,8,3,4,21,Single detached,3,1,Mortgage,Before 1939,1500,500,No,Oil,6600,Other European
10-Jan,750000.00,Married,5,1,3,11,Single detached,4,1,Mortgage,1980-1989,6500,220,No,Oil,6600,English
10-Jan,750000.00,Married,5,3,5,21,Single detached,2,1,Mortgage,2007,6500,260,No,Gas,6600,English
10-Jan,751500.00,Married,8,2,4,21,Single detached,2,1,Mortgage,1990-1999,4800,350,No,Oil,6600,English
10-Jan,752000.00,Married,5,3,6,9,Single detached,3,2,Mortgage,1950-1959,6500,120,No,Oil,1000,English
10-Jan,757000.00,Married,2,0,2,5,Single detached,2,2,Mortgage,1980-1989,3900,350,No,Oil,6600,English
10-Jan,765000.00,Married,5,0,2,9,Single detached,2,1,Mortgage,Before 1939,2300,450,No,Gas,3500,Other European
10-Jan,787000.00,Married,5,3,5,8,Single detached,4,2,Mortgage,2000-2004,1500,200,No,Gas,6600,English
10-Jan,790000.00,Married,8,4,7,21,Single detached,5,2,Mortgage,Before 1939,4000,400,No,Oil,6600,Spanish
10-Jan,791000.00,Married,3,0,2,6,Single detached,2,2,Mortgage,Before 1939,4700,480,No,Gas,4000,English
10-Jan,799000.00,Married,4,2,4,9,Single detached,2,2,Mortgage,2000-2004,3500,130,No,Gas,1200,English
10-Jan,847000.00,Married,4,2,4,21,Single detached,2,2,Mortgage,Before 1939,3200,190,No,Gas,4000,English
10-Jan,855000.00,Married,5,0,2,10,Single detached,4,2,Mortgage,1950-1959,4400,290,No,Gas,4500,English
10-Jan,856000.00,Married,4,3,5,8,Single detached,2,1,Mortgage,1980-1989,6500,120,No,Oil,700,English
10-Jan,890100.00,Married,5,0,3,13,Single detached,4,3,Mortgage,1970-1979,1900,290,No,Gas,1000,English
10-Jan,903000.00,Married,5,0,3,10,Single detached,3,3,Mortgage,1990-1999,120,450,No,Gas,1000,English
10-Jan,905000.00,Married,8,3,5,12,Single detached,2,1,Mortgage,Before 1939,6500,400,No,Oil,6600,English
10-Jan,950000.00,Married,5,0,2,10,Single detached,2,2,Mortgage,1980-1989,2000,100,No,Oil,3900,English
10-Jan,1016000.00,Married,5,2,5,10,Single detached,2,2,Mortgage,1950-1959,3000,380,No,Oil,2500,English
10-Jan,1114000.00,Married,5,1,3,11,Single detached,3,2,Mortgage,1960-1969,1800,200,No,Oil,2600,English
10-Jan,1410200.00,Married,5,0,4,8,Single detached,3,2,Mortgage,1980-1989,2000,450,No,Oil,6600,Other European
10-Jan,1605000.00,Married,4,0,2,13,Single detached,3,2,Mortgage,1990-1999,6500,440,No,Gas,6600,English
Sub 1,180.00,Female Head,3,3,5,5,Mobile home,1,0,Rented,1990-1999,530,140,Yes,Oil,0,English
Sub 1,200.00,Female Head,3,2,3,6,Mobile home,0,0,Rented,1980-1989,300,200,Yes,Gas,0,English
Sub 1,300.00,Female Head,3,3,4,5,Single attached,0,1,Rented,1980-1989,1400,120,Yes,Gas,0,English
Sub 1,410.00,Female Head,0,1,3,2,Mobile home,0,0,Rented,2007,450,110,Yes,Gas,0,Spanish
Sub 1,420.00,Married,4,3,5,6,Single detached,0,1,Rented,1940-1949,1500,90,No,Gas,0,Spanish
Sub 1,450.00,Female Head,2,1,4,5,Single detached,0,0,Rented,Before 1939,450,500,No,Electricity,0,English
Sub 1,460.00,Female Head,3,2,4,7,Single detached,2,1,Mortgage,1940-1949,690,60,Yes,Gas,500,English
Sub 1,500.00,Female Head,2,2,3,4,Single detached,1,1,Mortgage,1940-1949,350,250,Yes,Electricity,150,Spanish
Sub 1,500.00,Female Head,3,0,2,6,Single detached,1,0,Mortgage,Before 1939,530,60,No,Gas,1400,English
Sub 1,500.00,Married,2,3,5,4,Single detached,1,1,Rented,1950-1959,700,200,Yes,Electricity,0,Asian Pacific
Sub 1,530.00,Female Head,4,2,4,7,Single detached,0,0,Rented,Before 1939,2000,520,Yes,Gas,0,English
Sub 1,640.00,Female Head,3,4,5,5,Mobile home,1,0,Rented,1960-1969,350,140,Yes,Gas,0,English
Sub 1,690.00,Female Head,3,3,4,6,Single detached,1,1,Mortgage,1980-1989,520,60,No,Electricity,570,English
Sub 1,850.00,Female Head,3,3,4,5,Single detached,1,1,Mortgage,1950-1959,1200,50,Yes,Oil,990,Other European
Sub 1,860.00,Female Head,3,1,2,5,Single detached,0,0,Rented,Before 1939,450,2,Yes,Gas,0,Spanish
Sub 1,880.00,Female Head,2,2,4,5,Single attached,0,0,Rented,Before 1939,1000,70,Yes,Oil,0,Spanish
Sub 1,1000.00,Female Head,2,1,2,4,Mobile home,1,1,Rented,1980-1989,350,110,Yes,Oil,0,English
Sub 1,1000.00,Female Head,3,2,4,7,Single detached,0,1,Rented,1970-1979,400,470,Yes,Electricity,0,English
Sub 1,1000.00,Female Head,3,3,6,5,Single attached,0,1,Mortgage,1970-1979,1600,270,Yes,Gas,1400,Spanish
Sub 1,1100.00,Married,2,0,2,8,Single detached,2,1,Mortgage,Before 1939,1700,150,No,Gas,1600,Spanish
Sub 1,1200.00,Female Head,2,1,2,3,Single detached,0,0,Rented,1960-1969,1100,20,Yes,Gas,0,English
Sub 1,1200.00,Female Head,2,1,2,4,Single detached,1,0,Mortgage,1960-1969,1300,130,Yes,Oil,1300,English
Sub 1,1200.00,Female Head,4,2,4,7,Single detached,2,1,Mortgage,Before 1939,290,120,Yes,Oil,400,English
Sub 1,1200.00,Female Head,5,5,6,9,Single attached,0,0,Mortgage,Before 1939,300,320,Yes,Gas,500,English
Sub 1,1300.00,Male Head,2,2,3,3,Single detached,0,1,Mortgage,Before 1939,2100,150,No,Gas,2200,Asian Pacific
Sub 1,1380.00,Female Head,2,1,2,4,Single detached,1,1,Rented,1950-1959,730,90,Yes,Gas,0,English
Sub 1,1400.00,Male Head,3,0,3,6,Single detached,1,0,Rented,1950-1959,980,50,Yes,Gas,0,English
Sub 1,1400.00,Married,1,5,8,2,Single attached,0,1,Rented,1940-1949,1100,1,Yes,Gas,0,Other European
Sub 1,1500.00,Female Head,3,1,2,5,Single attached,0,0,Mortgage,1940-1949,1100,120,No,Gas,180,Asian Pacific
Sub 1,1500.00,Female Head,3,1,3,6,Single detached,1,1,Rented,Before 1939,1100,150,No,Gas,0,English
Sub 1,1500.00,Female Head,3,4,6,8,Single detached,2,0,Mortgage,Before 1939,3000,200,No,Oil,700,English
Sub 1,1600.00,Female Head,4,1,2,7,Single detached,0,0,Mortgage,1990-1999,2800,240,Yes,Gas,0,English
Sub 1,1600.00,Female Head,4,2,4,8,Single detached,1,1,Mortgage,1970-1979,4400,170,No,Gas,2000,Other European
Sub 1,1600.00,Married,2,0,2,5,Single attached,1,0,Mortgage,1970-1979,1200,120,No,Oil,1000,English
Sub 1,1700.00,Female Head,3,1,2,5,Single detached,1,1,Rented,1950-1959,450,50,No,Gas,0,English
Sub 1,1720.00,Female Head,3,4,6,6,Single detached,1,0,Rented,1950-1959,500,200,Yes,Gas,0,Spanish
Sub 1,1800.00,Female Head,3,3,5,9,Single detached,2,0,Rented,Before 1939,600,170,Yes,Gas,0,English
Sub 1,1800.00,Female Head,3,4,5,6,Single detached,0,0,Rented,2000-2004,1900,1,Yes,Oil,0,Spanish
Sub 1,1800.00,Male Head,3,1,3,8,Single detached,0,1,Mortgage,1950-1959,2300,70,No,Gas,2000,English
Sub 1,1900.00,Female Head,3,0,2,7,Single detached,1,0,Mortgage,1940-1949,900,150,No,Gas,1000,English
Sub 1,2000.00,Female Head,3,2,4,6,Single detached,2,1,Mortgage,1980-1989,500,200,No,Gas,100,Spanish
Sub 1,2000.00,Female Head,3,3,4,7,Single detached,0,0,Rented,Before 1939,400,100,Yes,Gas,0,English
Sub 1,2000.00,Female Head,4,1,3,7,Single detached,2,0,Rented,1960-1969,1000,150,Yes,Electricity,0,English
Sub 1,2000.00,Female Head,4,3,4,7,Single detached,1,1,Mortgage,Before 1939,1400,80,No,Gas,1000,English
Sub 1,2000.00,Female Head,4,4,7,7,Single detached,1,1,Rented,1940-1949,750,380,Yes,Wood,0,English
Sub 1,2000.00,Married,4,2,4,6,Single detached,2,1,Mortgage,1970-1979,2200,300,No,Oil,900,Spanish
Sub 1,2100.00,Female Head,1,1,2,3,Single detached,1,1,Rented,1970-1979,1100,70,Yes,Gas,0,English
Sub 1,2200.00,Female Head,3,3,6,5,Single attached,0,0,Rented,Before 1939,1500,300,Yes,Gas,0,Spanish
Sub 1,2250.00,Married,2,0,2,4,Single detached,2,0,Mortgage,1950-1959,670,100,No,Gas,310,English
Sub 1,2300.00,Female Head,2,1,3,5,Single detached,0,0,Rented,Before 1939,750,130,Yes,Gas,0,English
Sub 1,2320.00,Female Head,4,1,3,7,Single detached,1,1,Mortgage,1970-1979,660,490,Yes,Gas,700,English
Sub 1,2340.00,Married,2,0,2,4,Mobile home,1,1,Rented,1970-1979,370,110,Yes,Gas,0,English
Sub 1,2400.00,Female Head,2,1,2,3,Single detached,0,1,Rented,1990-1999,200,40,Yes,Gas,0,English
Sub 1,2400.00,Married,2,2,4,5,Single detached,1,0,Rented,Before 1939,1300,50,Yes,Electricity,0,English
Sub 1,2400.00,Married,3,4,7,6,Single detached,3,0,Mortgage,Before 1939,1300,500,No,Oil,2000,English
Sub 1,2400.00,Married,4,1,4,10,Mobile home,1,0,Mortgage,2005,300,160,Yes,Gas,600,English
Sub 1,2500.00,Female Head,3,2,3,7,Single detached,1,0,Rented,Before 1939,480,60,Yes,Gas,0,English
Sub 1,2600.00,Female Head,5,0,6,12,Single detached,1,0,Mortgage,1940-1949,1400,180,Yes,Gas,1300,English
Sub 1,2840.00,Female Head,3,0,6,4,Single attached,0,0,Rented,Before 1939,1700,150,Yes,Gas,0,Spanish
Sub 1,2860.00,Female Head,3,0,3,5,Single attached,1,1,Rented,1970-1979,340,120,Yes,Electricity,0,Spanish
Sub 1,2900.00,Female Head,2,2,4,5,Single detached,0,0,Rented,Before 1939,900,100,Yes,Gas,0,Spanish
Sub 1,3000.00,Female Head,2,0,2,5,Single attached,0,0,Mortgage,Before 1939,400,140,No,Gas,1400,English
Sub 1,3000.00,Female Head,3,1,4,6,Single detached,2,0,Rented,1950-1959,1600,120,No,Oil,0,Spanish
Sub 1,3000.00,Female Head,3,2,3,6,Single detached,1,0,Mortgage,Before 1939,2500,200,No,Oil,1000,Spanish
Sub 1,3000.00,Female Head,3,2,4,5,Single attached,1,0,Rented,1990-1999,630,120,Yes,Electricity,0,English
Sub 1,3000.00,Female Head,4,0,2,7,Single detached,2,1,Mortgage,1940-1949,620,100,Yes,Electricity,540,English
Sub 1,3000.00,Female Head,4,1,5,7,Single detached,1,1,Rented,1980-1989,50,1,Yes,Gas,0,English
Sub 1,3000.00,Male Head,3,1,2,6,Single detached,1,1,Mortgage,1950-1959,570,310,No,Oil,0,English
Sub 1,3000.00,Married,4,2,4,6,Single detached,1,1,Rented,1950-1959,2100,320,Yes,Oil,0,English
Sub 1,3060.00,Married,3,2,4,4,Mobile home,1,1,Rented,1980-1989,500,210,Yes,Gas,0,English
Sub 1,3100.00,Female Head,4,1,2,6,Single detached,1,0,Rented,1950-1959,1400,140,Yes,Oil,0,English
Sub 1,3100.00,Married,3,0,4,7,Single detached,2,1,Mortgage,1950-1959,550,70,Yes,Gas,0,Spanish
Sub 1,3200.00,Female Head,1,0,2,3,Single attached,0,1,Rented,1990-1999,880,130,Yes,Electricity,0,Other European
Sub 1,3200.00,Female Head,2,0,2,4,Single attached,1,2,Mortgage,1980-1989,1790,80,No,Gas,0,Spanish
Sub 1,3200.00,Female Head,3,3,4,8,Single attached,1,1,Rented,1980-1989,1900,170,Yes,Oil,0,English
Sub 1,3300.00,Female Head,3,2,3,9,Single detached,1,0,Rented,Before 1939,930,110,No,Gas,0,English
Sub 1,3400.00,Female Head,1,1,3,6,Single detached,0,1,Rented,1940-1949,1000,150,No,Gas,0,Spanish
Sub 1,3400.00,Female Head,4,3,5,7,Single detached,1,1,Rented,Before 1939,600,280,Yes,Gas,0,Spanish
Sub 1,3400.00,Married,3,3,5,7,Single detached,2,1,Rented,Before 1939,830,70,Yes,Oil,0,English
Sub 1,3400.00,Married,4,0,2,8,Single detached,1,1,Mortgage,1960-1969,6500,380,No,Oil,1200,English
Sub 1,3400.00,Married,4,0,4,9,Single detached,1,1,Mortgage,1970-1979,2600,150,Yes,Oil,1200,Spanish
Sub 1,3500.00,Male Head,3,0,2,8,Single detached,1,1,Mortgage,1970-1979,720,260,Yes,Gas,450,Other European
Sub 1,3501.00,Married,3,0,2,5,Mobile home,1,2,Mortgage,1990-1999,700,220,No,Gas,1000,English
Sub 1,3600.00,Female Head,2,2,3,5,Single attached,0,1,Rented,Before 1939,1100,30,Yes,Gas,0,Spanish
Sub 1,3600.00,Female Head,3,2,3,5,Single detached,1,1,Mortgage,1950-1959,620,70,No,Gas,420,Spanish
Sub 1,3600.00,Married,3,0,2,6,Single detached,2,1,Mortgage,1970-1979,1000,90,No,Oil,390,English
Sub 1,3670.00,Male Head,3,0,2,11,Single detached,1,1,Rented,1960-1969,640,270,No,Gas,0,Spanish
Sub 1,3700.00,Female Head,2,1,2,3,Mobile home,1,0,Mortgage,1980-1989,490,140,No,Gas,100,English
Sub 1,3800.00,Female Head,3,2,3,6,Single detached,0,0,Rented,Before 1939,390,110,Yes,Gas,0,English
Sub 1,3900.00,Female Head,2,1,2,4,Single detached,2,1,Mortgage,Before 1939,630,100,No,Electricity,380,English
Sub 1,4000.00,Female Head,2,1,2,4,Single attached,1,1,Rented,Before 1939,190,1,No,Gas,0,Spanish
Sub 1,4000.00,Female Head,3,1,3,11,Single detached,2,0,Mortgage,1950-1959,750,60,No,Gas,850,Spanish
Sub 1,4000.00,Female Head,3,2,4,5,Mobile home,0,1,Rented,1970-1979,300,100,No,Gas,0,Spanish
Sub 1,4000.00,Female Head,4,2,5,11,Single detached,2,1,Mortgage,Before 1939,440,150,Yes,Oil,500,English
Sub 1,4000.00,Female Head,4,6,7,6,Single attached,0,0,Mortgage,1960-1969,1400,400,Yes,Oil,1800,Spanish
Sub 1,4100.00,Female Head,3,0,5,5,Single attached,0,0,Rented,1950-1959,1400,60,Yes,Gas,0,Spanish
Sub 1,4200.00,Married,2,0,2,4,Single detached,2,0,Mortgage,1980-1989,190,120,No,Electricity,1400,English
Sub 1,4200.00,Married,3,0,3,5,Mobile home,1,1,Rented,2000-2004,280,130,Yes,Gas,0,English
Sub 1,4200.00,Married,4,2,4,7,Single detached,2,1,Mortgage,1950-1959,1100,110,Yes,Gas,700,English
Sub 1,4400.00,Female Head,3,0,2,6,Single detached,0,0,Rented,1950-1959,650,160,No,Gas,0,English
Sub 1,4500.00,Married,3,0,3,6,Single detached,1,2,Rented,Before 1939,1200,250,Yes,Gas,0,English
Sub 1,4700.00,Male Head,3,3,5,5,Single detached,2,1,Rented,1980-1989,650,200,Yes,Gas,0,English
Sub 1,4700.00,Married,3,1,3,5,Single detached,1,1,Mortgage,Before 1939,2900,200,No,Gas,1200,Asian Pacific
Sub 1,4800.00,Female Head,2,1,3,5,Single detached,2,0,Mortgage,1970-1979,650,50,Yes,Oil,250,English
Sub 1,4800.00,Male Head,4,7,9,7,Single detached,1,0,Rented,1990-1999,2000,120,Yes,Oil,0,English
Sub 1,4800.00,Married,2,0,2,4,Single detached,1,1,Mortgage,Before 1939,1000,310,No,Gas,0,English
Sub 1,5000.00,Female Head,3,0,2,5,Single detached,0,0,Rented,Before 1939,550,300,No,Electricity,0,Other European
Sub 1,5000.00,Female Head,3,0,2,7,Single detached,0,0,Mortgage,1980-1989,450,90,No,Electricity,500,Other European
Sub 1,5000.00,Female Head,5,2,3,10,Single detached,1,0,Mortgage,1940-1949,1500,80,Yes,Gas,800,English
Sub 1,5000.00,Male Head,3,2,3,7,Single detached,0,1,Rented,Before 1939,550,20,No,Gas,0,English
Sub 1,5000.00,Married,3,2,4,5,Single detached,1,1,Rented,1940-1949,270,2,No,Gas,0,Other European
Sub 1,5100.00,Female Head,2,1,2,5,Single detached,1,0,Rented,Before 1939,650,150,Yes,Gas,0,English
Sub 1,5200.00,Female Head,2,0,2,5,Single detached,1,1,Rented,Before 1939,580,140,No,Gas,0,English
Sub 1,5200.00,Female Head,4,0,3,7,Single attached,1,0,Mortgage,1980-1989,1870,320,No,Electricity,730,English
Sub 1,5200.00,Married,3,0,2,4,Single detached,1,0,Mortgage,1970-1979,1600,130,Yes,Gas,500,Other
Sub 1,5200.00,Married,3,4,6,5,Mobile home,1,1,Rented,1970-1979,450,100,Yes,Oil,0,English
